ID,CODE,VALID_FROM,VALID_UNTIL,SNAME,LNAME
7700969,RM44,9/2/2017,1/1/2036,RM44,RM44
7700936,RM4,8/27/2017,8/28/2017,702,CU-CSU Wagon Road/Thornton (WAGN)
7700936,RM4,9/2/2017,1/1/2036,RM4,RM4
7700981,RM64,8/27/2017,8/28/2017,709,CU-CSU Ward Road (WARD)
7700981,RM64,9/2/2017,1/1/2036,RM64,RM64
7700961,RM6,8/27/2017,8/28/2017,701,CU-CSU Wadsworth-Hampden (WADS)
7700961,RM6,9/2/2017,1/1/2036,RM6,RM6
7700985,RM8,8/27/2017,8/28/2017,705,CU-CSU Olde Town Arvada (OLDE)
7700985,RM8,9/2/2017,1/1/2036,RM8,RM8
1105308,ALAM,9/17/2016,1/1/2036,806,Alameda/Havana BroncosRide
1000563,EHS,9/17/2016,1/1/2036,804,East High School BroncosRide
1000573,FED,9/17/2016,10/22/2016,819,Federal Shuttle BroncosRide
6883154,Q115,1/1/1970,1/1/2036,919,DUS-Central Park Express
6883155,Q116,1/1/1970,1/1/2036,924,DUS-Central Park - all stop
7700945,RM98,8/27/2017,8/28/2017,926,CU-CSU Metro Loop Extra
7700945,RM98,9/2/2017,1/1/2036,RM98,RM98
7700925,RM99,8/27/2017,8/28/2017,927,CU-CSU Northern Loop Extra
7700925,RM99,9/2/2017,1/1/2036,RM99,RM99
1000554,SHOP,8/27/2017,8/28/2017,496,Shopper''''s Special
1000554,SHOP,9/5/2017,12/17/2017,496,Shopper''''s Special
7700923,RM10,8/28/2017,8/29/2017,707,CU-CSU Boulder/Broomfield (BLDR)
7700977,RM12,8/28/2017,8/29/2017,710,CU-CSU US36 & Sheridan (SHER)
7700931,RM20,8/28/2017,8/29/2017,708,CU-CSU Longmont (LGMT)
7700989,RM24,8/28/2017,8/29/2017,808,CU-CSU Alameda/Havana (ALAM)
7700927,RM38,8/28/2017,8/29/2017,711,CU-CSU Federal Shuttle  (FED)
7700969,RM44,8/28/2017,8/29/2017,704,CU-CSU Nine Mile Station
7700936,RM4,8/28/2017,8/29/2017,702,CU-CSU Wagon Road/Thornton (WAGN)
7700981,RM64,8/28/2017,8/29/2017,709,CU-CSU Ward Road (WARD)
7700961,RM6,8/28/2017,8/29/2017,701,CU-CSU Wadsworth-Hampden (WADS)
7700985,RM8,8/28/2017,8/29/2017,705,CU-CSU Olde Town Arvada (OLDE)
7700945,RM98,8/28/2017,8/29/2017,926,CU-CSU Metro Loop Extra
7700925,RM99,8/28/2017,8/29/2017,927,CU-CSU Northern Loop Extra
1000554,SHOP,8/28/2017,8/29/2017,496,Shopper''''s Special
1000570,169L,8/28/2017,8/29/2017,669,Buckley / Denver Airport
206,206,8/28/2017,8/29/2017,206,Boulder Junction/ Fairview H.S.
209,209,8/28/2017,8/29/2017,209,CU / Mohawk Dr
1000508,AB,8/28/2017,8/29/2017,357,Boulder / Demver Airport
1000513,AT,8/28/2017,8/29/2017,521,Arapahoe County / Denver Airport
7700843,BR10,8/28/2017,8/29/2017,821,Boulder/Broomfield Broncos-BLDR
7700776,BR12,8/28/2017,8/29/2017,818,US36 & Sheridan Broncos-SHER
7700805,BR20,8/28/2017,8/29/2017,822,Longmont Broncos-LGMT
7700774,BR26,8/28/2017,8/29/2017,803,Dry Creek/University Broncos-DRCK
7700791,BR32,8/28/2017,8/29/2017,805,Evergreen/El Rancho Broncos-EVGN
7700830,BR38,8/28/2017,8/29/2017,819,Federal Shuttle Broncos-FED
7700826,BR44,8/28/2017,8/29/2017,809,Nine Mile Station Broncos-NINE
7700772,BR48,8/28/2017,8/29/2017,811,Pinery/Parker Broncos-PNRY
7700783,BR4,8/28/2017,8/29/2017,816,Wagon Road/Thornton Broncos-WAGN
7700816,BR56,8/28/2017,8/29/2017,813,South High School Broncos-SOHS
7700788,BR60,8/28/2017,8/29/2017,814,US85 & Bridge St. Broncos-US85
7700811,BR64,8/28/2017,8/29/2017,817,Ward Road Broncos-WARD
7700778,BR6,8/28/2017,8/29/2017,815,Wadsworth-Hampden Broncos-WADS
7700822,BR8,8/28/2017,8/29/2017,810,Olde Town Arvada  Broncos-OLDE
7700781,BR98,8/28/2017,8/29/2017,823,Metro Loop Extra Broncos-BMLX
7700785,BR99,8/28/2017,8/29/2017,824,Northern Loop Extra Broncos-BNLX
7700689,LD,8/28/2017,8/29/2017,366,Longmont / Denver
7700690,LX,8/28/2017,8/29/2017,367,Longmont I-25 Express
1000570,169L,8/29/2017,8/30/2017,669,Buckley / Denver Airport
206,206,8/29/2017,8/30/2017,206,Boulder Junction/ Fairview H.S.
209,209,8/29/2017,8/30/2017,209,CU / Mohawk Dr
1000508,AB,8/29/2017,8/30/2017,357,Boulder / Demver Airport
1000513,AT,8/29/2017,8/30/2017,521,Arapahoe County / Denver Airport
7700843,BR10,8/29/2017,8/30/2017,821,Boulder/Broomfield Broncos-BLDR
7700776,BR12,8/29/2017,8/30/2017,818,US36 & Sheridan Broncos-SHER
7700805,BR20,8/29/2017,8/30/2017,822,Longmont Broncos-LGMT
7700774,BR26,8/29/2017,8/30/2017,803,Dry Creek/University Broncos-DRCK
7700791,BR32,8/29/2017,8/30/2017,805,Evergreen/El Rancho Broncos-EVGN
7700830,BR38,8/29/2017,8/30/2017,819,Federal Shuttle Broncos-FED
7700826,BR44,8/29/2017,8/30/2017,809,Nine Mile Station Broncos-NINE
7700772,BR48,8/29/2017,8/30/2017,811,Pinery/Parker Broncos-PNRY
7700783,BR4,8/29/2017,8/30/2017,816,Wagon Road/Thornton Broncos-WAGN
7700816,BR56,8/29/2017,8/30/2017,813,South High School Broncos-SOHS
7700788,BR60,8/29/2017,8/30/2017,814,US85 & Bridge St. Broncos-US85
7700811,BR64,8/29/2017,8/30/2017,817,Ward Road Broncos-WARD
7700778,BR6,8/29/2017,8/30/2017,815,Wadsworth-Hampden Broncos-WADS
7700822,BR8,8/29/2017,8/30/2017,810,Olde Town Arvada  Broncos-OLDE
7700781,BR98,8/29/2017,8/30/2017,823,Metro Loop Extra Broncos-BMLX
7700785,BR99,8/29/2017,8/30/2017,824,Northern Loop Extra Broncos-BNLX
7700689,LD,8/29/2017,8/30/2017,366,Longmont / Denver
7700690,LX,8/29/2017,8/30/2017,367,Longmont I-25 Express
7700923,RM10,8/29/2017,8/30/2017,707,CU-CSU Boulder/Broomfield (BLDR)
7700977,RM12,8/29/2017,8/30/2017,710,CU-CSU US36 & Sheridan (SHER)
7700931,RM20,8/29/2017,8/30/2017,708,CU-CSU Longmont (LGMT)
7700989,RM24,8/29/2017,8/30/2017,808,CU-CSU Alameda/Havana (ALAM)
7700927,RM38,8/29/2017,8/30/2017,711,CU-CSU Federal Shuttle  (FED)
7700969,RM44,8/29/2017,8/30/2017,704,CU-CSU Nine Mile Station
7700936,RM4,8/29/2017,8/30/2017,702,CU-CSU Wagon Road/Thornton (WAGN)
7700981,RM64,8/29/2017,8/30/2017,709,CU-CSU Ward Road (WARD)
7700961,RM6,8/29/2017,8/30/2017,701,CU-CSU Wadsworth-Hampden (WADS)
7700985,RM8,8/29/2017,8/30/2017,705,CU-CSU Olde Town Arvada (OLDE)
7700945,RM98,8/29/2017,8/30/2017,926,CU-CSU Metro Loop Extra
7700925,RM99,8/29/2017,8/30/2017,927,CU-CSU Northern Loop Extra
1000554,SHOP,8/29/2017,8/30/2017,496,Shopper''''s Special
7700923,RM10,8/30/2017,8/31/2017,707,CU-CSU Boulder/Broomfield (BLDR)
7700977,RM12,8/30/2017,8/31/2017,710,CU-CSU US36 & Sheridan (SHER)
7700931,RM20,8/30/2017,8/31/2017,708,CU-CSU Longmont (LGMT)
7700989,RM24,8/30/2017,8/31/2017,808,CU-CSU Alameda/Havana (ALAM)
7700927,RM38,8/30/2017,8/31/2017,711,CU-CSU Federal Shuttle  (FED)
7700969,RM44,8/30/2017,8/31/2017,704,CU-CSU Nine Mile Station
7700936,RM4,8/30/2017,8/31/2017,702,CU-CSU Wagon Road/Thornton (WAGN)
7700981,RM64,8/30/2017,8/31/2017,709,CU-CSU Ward Road (WARD)
7700961,RM6,8/30/2017,8/31/2017,701,CU-CSU Wadsworth-Hampden (WADS)
7700985,RM8,8/30/2017,8/31/2017,705,CU-CSU Olde Town Arvada (OLDE)
7700945,RM98,8/30/2017,8/31/2017,926,CU-CSU Metro Loop Extra
7700925,RM99,8/30/2017,8/31/2017,927,CU-CSU Northern Loop Extra
1000554,SHOP,8/30/2017,8/31/2017,496,Shopper''''s Special
1000570,169L,8/30/2017,8/31/2017,669,Buckley / Denver Airport
206,206,8/30/2017,8/31/2017,206,Boulder Junction/ Fairview H.S.
209,209,8/30/2017,8/31/2017,209,CU / Mohawk Dr
1000508,AB,8/30/2017,8/31/2017,357,Boulder / Demver Airport
1000513,AT,8/30/2017,8/31/2017,521,Arapahoe County / Denver Airport
7700843,BR10,8/30/2017,8/31/2017,821,Boulder/Broomfield Broncos-BLDR
7700776,BR12,8/30/2017,8/31/2017,818,US36 & Sheridan Broncos-SHER
7700805,BR20,8/30/2017,8/31/2017,822,Longmont Broncos-LGMT
7700774,BR26,8/30/2017,8/31/2017,803,Dry Creek/University Broncos-DRCK
7700791,BR32,8/30/2017,8/31/2017,805,Evergreen/El Rancho Broncos-EVGN
